name,page,text
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,129,"Totaallijst verslagen WVO 1 januari t/m 26 augustus 2021

Verslag woordvoerdersoverleg 7 januari 2021, nr 1

Mededelingen
- [oe (BZK) meldt dat zij over 2 weken met Î0-2e gaat en

gedurende die periode wordt vervangen door Î0-2e

10.2e (FI) meldt dat hij voor een periode van 6 maanden de portefeuille

Overheidsfinanciën heeft overgenomen van [°°

-__ Graag opmerkingen en/of aanvullingen op de concept- Econmnuitiedllnlenier via mail (voor
15.30 uur).

WOB-verzoeken

- _ VWS meldt dat eind januari het eerste deel uitgaat van de WOB-documenten die betrekking
hebben op de periode februari 2020.

- __ I&W kondigt aan dat later deze maand de WOB-stukken uitgaan over vouchers (vliegreizen).

-_ BZK heeft een WOB-verzoek ontvangen van EénVandaag (1021028 over de coördinatie van
WOB-verzoeken door de WOB-coördinatoren en het SGO).

Persvragen

-_NKC kondigt een boek (van Î02e en 02e aan over corona. Er is/wordt gesproken
met diverse betrokkenen (o.a. De Jonge, Van Ark, Grapperhaus, Aalbersberg, Hoekstra,
Koolmees). Mogelijk worden ook anderen nog benaderd. Verzoek is om deze interviewverzoeken
te delen met 02e

Actualiteit

- 102e meldt dat wordt nagedacht over een mediamoment na de komende
coronapersconferentie specifiek ten behoeve van jongeren.

-__ OCW meldt dat volgende week woensdag een pilot start met sneltesten in PO/VO.

- Bz(l02e 10.2e zullen in de loop van vandaag een spreeklijn met het WVO
delen over de situatie in de VS en de bekrachtiging van de verkiezingsuitslag.

- __J&V meldt dat morgen na de MR een Kamerbrief uitgaat over het feitelijk verloop van de
jaarwisseling.

- FIN meldt dat morgen een eerste inhoudelijke bespreking in de MR is over de kabinetsreactie op
de POK.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,130,"Verslag woordvoerdersoverleg 14 januari 2021, nr. 2

Mededelingen

10.2e meldt een vacature woordvoerder NKC (Î0-2e keert terug bij SZW).

Persvragen
-__ Follow the Money heeft bij verschillende departementen vragen uitgezet over de economische
effecten per maatregel van de corona-aanpak. NKC coördineert.

Actualiteit
10.2e

verwacht de komende dagen een advies van het OMT over vervroegen
openstelling primair onderwijs en kinderopvang en een advies van het OMT over de avondklok.
Deze OMT-adviezen zullen de gebruikelijke procedure doorlopen. Naar een persmoment rond
besluitvorming avondklok wordt nog gezocht.

- 102e licht toe dat de MR morgen spreekt over de kabinetsreactie op het POK-
rapport. Er is een persconferentie voorzien met MP en de staatssecretarissen Van Huffelen en
Van ’t Wout.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,131,"Verslag woordvoerdersoverleg 21 januari 2021, nr. 3

Mededelingen

Tijdelijke vacature (Î-2e voor een communicatie adviseur basisonderwijs (schaal
12/13) bij OCenW.

Voorlopig tijdelijke vacature sr woordvoerder schaal 13 bij DEF.

Herhaalde oproep van Î02e voor een woordvoerder NKC 10-2e keert terug bij
SZW).

WOB/Persvragen

WOB Hawija met OM-stukken gaat deze week uit.

Aandacht gevraagd voor gevolgen WOB nav toeslagendebat gisteren waar diverse toezeggingen
zijn gedaan. AZ komt volgende week met voorstel om eea in proces te zetten.

102e coördineert persvraag van FTM over economische effecten per maatregel van de corona-
aanpak. Met FTM is overeengekomen dat zij 27/1 antwoord ontvangen.

Actualiteit

In afwachting van afloop kamerdebat over de avondklok. In het debat ook veel aandacht voor
thuiswerken en een betere handhaving daarop.

17.00 uur vanmiddag persco FIN/EZK/SZW over steun- en herstelpakket.

In VoRa is een aangepaste lijn rond werkbezoeken en bijeenkomsten afgestemd. Zie bijgesloten.
LNV meldt dat het CBS vanavond de jaarlijkse exportcijfers publiceert.

Tot slot: diverse collega’s vragen aandacht voor situatie na afloop van MCC en MR in de hal van BH20

waar alle woordvoerders zich verzamelen in afwachting van de bewindspersonen. 10. belooft
a
met een voorstel te komen dit in betere banen te leiden.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,132,"Verslag woordvoerdersoverleg 28 januari 2021, nr. 4

Mededelingen
- Het NKC heeft diverse vacatures, zie onderaan dit verslag. De noodzaak tot versterking is hoog.

Oproep is ook in VoRa gedaan.
- BZ heeft een vacature voor een woordvoerder op schaal 12 en mogelijk later ook voor twee
woordvoerders op 11.

WoO B/Persvragen

- _Persvraag van FTM over economische effecten per maatregel van de corona-aanpak wordt deze
week afgehandeld.

-__ BZK heeft vraag ontvangen van EénVandaag (1021028 _ over de coördinatie van WOB-
verzoeken door WOB-coördinatoren en SGO. 10-2e 10.2e coördineert.

Actualiteit

- Ervaringen worden gedeeld rond alternatieven (inbellen / live verbinding vanuit huis) voor live
aanwezigheid talkshows. Talkshows zeer bereid om mee te werken.

-__ Spreekschets ‘koloniaal erfgoed’ bijgesloten.

Om te voorkomen dat teveel woordvoerders gedurende de afloop van MR of MCC moeten wachten
in het halletje van BH 20 heeft de RVD de volgende oplossing gevonden:

-__Na afloop van de MR kunnen woordvoerders op drie plekken binnen AZ wachten: de RVD-
zaal, de hal van BH20 en de bespreekkamer van KMP (naast halletje BH20). In geval het te
druk wordt in de hal van BH20 wacht je in de RVD-zaal. Dat vereist nauwe afstemming met je
bewindspersoon: zodra die naar beneden komt, loop je achter de journalisten en de trap om
naar BH20.

- __Na afloop van de MCC wachten woordvoerders in de hal van BH19, halletje BH20 en de
bespreekkamer. Zorg zelf voor voldoende afstand en spreiding.

- In geval de MCC op de dinsdagen uitloopt, zorgt de RVD voor een ‘heads-up’ via de ‘corona-
woordvoerders-app’ om zo te voorkomen dat woordvoerders lang moeten wachten.

ded

OPROEP VERSTERKING NKC

Het Nationaal Kernteam Crisiscommunicatie Covid-19 is actief om de communicatie over de
aanpak van het coronavirus te coördineren. Een uitdagende opgave, waarvoor we
versterking zoeken. Samenwerken, afstemmen, produceren: de dagen in het NKC zijn
dynamisch, gebaseerd op een heldere structuur. Die structuur ondersteunt de
interdepartementale afstemming en biedt extra slagkracht in de communicatie over de

aanpak van het coronavirus vanuit de overheid.

Het NKC wordt bemenst door communicatieprofessionals van onderdelen van de
Rijksoverheid, overige overheidsorganisaties en de eenheid Communicatie van de NCTV. Er
wordt in principe gewerkt met fulltime detacheringen voor een periode van enkele
maanden. Kennis van en ervaring met (crisis)communicatie en werken onder hoge druk zijn
vereist.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,133,"Voor de komende periode is vooral behoefte aan:

e (Senior) woordvoerders

e Adviseurs communicatie / campagnes

e _Redacteuren/communicatiemedewerkers met expertise op het gebied van socials
of specifieke doelgroepen

e Beeldredacteuren/DTP'ers voor ontwerp en productie van onze middelen.

Interesse om het NKC te versterken? Vraag dan meer info op bij je directeur Communicatie
(geldt voor departementen) of neem contact op met Î02e van het NKC

via 10-2e nctv.minjenv.nl. Hij kan je in verbinding brengen met de betrokken
coördinator.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,134,"Verslag woordvoerdersoverleg 4 februari 2021, nr. 5

Mededelingen / opmerkingen nav verslag vorige week

10.2e (CKH) vertrekt as zaterdag voor komende 2,5 maand naar Bonaire voor

coördinatie vaccinatiecampagne.

102 meldt dat aan oproep tot extra ondersteuning NKC ruim gehoor is gegeven.

Herhaald verzoek aan RVD om in geval de MCC op dinsdag uitloopt, tijdig een headsup te geven
in de ‘corona-woordvoerdersapp’.

Op verzoek van het wvo heeft de RVD extra wachtruimte beschikbaar gemaakt voor
woordvoerders na afloop van de MR. Daar is vorige week geen gebruik van gemaakt, terwijl het
halletje bij BH20 erg vol was. Voor de volledigheid de mogelijkheden:

Om te voorkomen dat teveel woordvoerders gedurende de afloop van MR (vrijdag) en MCC
(dinsdag) moeten wachten in het halletje van BH 20 heeft de RVD de volgende oplossing
gevonden:

-__Na afloop van de MR kunnen woordvoerders op drie plekken binnen AZ wachten: de RVD-
zaal, de hal van BH20 en de bespreekkamer van KMP (naast halletje BH20). In geval het te
druk wordt in de hal van BH20 wacht je in de RVD-zaal. Dat vereist nauwe afstemming met je
bewindspersoon: zodra die naar beneden komt, loop je achter de journalisten en de
wenteltrap om naar BH20. Daar tref je je bewindspersoon en kun je hem/haar nog even
bijpraten.

- __Na afloop van de MCC wachten woordvoerders in de hal van BH19, halletje BH20 en de
bespreekkamer. Zorg zelf voor voldoende afstand en spreiding.

WOB/Persvragen

Persvraag van FTM over economische effecten per maatregel van de corona-aanpak nadert
afronding 10-2e

BZK heeft gesprek gevoerd met EénVandaag 1021028 _ over de coördinatie van WOB-
verzoeken door WOB-coördinatoren en SGO,10-2e 10.2e coördineert.

WOB-verzoek (Kim van Keeken) aan AZ over door de RO gegunde opdrachten aan BKB is
afgerond en afgestemd met BKB en alle departementen. Besluit gaat komende week uit.

RVD heeft gesprek gevoerd met 10-2e (BNR) over twee vragen: de eerste betreft
de ontwikkeling van overheidscommunicatie in de afgelopen 10 jaar, met name op gebied van
online en social media. De andere betreft corona-communicatie. RVD bakent vragen af en
koppelt (in overleg met 1028 terug aan BNR.

MR/ Actualiteit

- _ Volgende week laatste reguliere MR. Daarna volgt na iedere MR alleen een touwtje (geen
persco en geen RTV-gesprek met de MP).
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,135,"Verslag woordvoerdersoverleg 11 februari 2021, nr. 6

Mededelingen

10.2e meldt dat 10-2e (EZK) fulltime en Î0-2e (BZ) voor twee dagen per
week het woordvoerdersteam NKC zijn komen versterken.
10.2e meldt dat 10-2e directeur DPC wordt.

Persvragen
- Naar aanleiding van de persvraag van Follow the Money over de economische effecten per

maatregel van de corona-aanpak voeren EZK en SZW een achtergrondgesprek met FTM.
10.2e neemt contact op met Î0-2e (BNR) over haar vragen rond de
corona-communicatie.

Actualiteit

- 102e meldt dat morgen de laatste MR is voor het verkiezingsreces. In principe is er
volgende week geen MR. Indien dat wijzigt dan is er die dag geen reguliere persconferentie of
rtv-gesprekken. Wel is er een halbericht via sms en is er een uitloop in de hal van BH19
(‘touwtje’). In de daaropvolgende weken zal dit regime (alleen halbericht + touwtje) blijven
gelden. De eerstvolgende reguliere vrijdagse persconferentie met rtv-gesprekken vindt weer
plaats na de MR volgend op het debat over de regeringsverklaring.

- 2 meldtdati2® in de VoRa heeft toegelicht dat er binnen AZ wordt gewerkt aan de
mogelijkheden tot openbaarmaking van de MR-besluitenlijst, zoals toegezegd in de
kabinetsreactie op het rapport ‘Ongekend onrecht’. Over onder meer de vormgeving en timing
wordt nog nagedacht. Het streven is om na de verkiezingen hieraan uitvoering te geven. In een
volgend WVO zal dit opnieuw aan de orde komen.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,136,"Verslag woordvoerdersoverleg 25 februari 2021, nr. 7

WOB-verzoeken en Persvragen

BZK coördineert WOB-verzoek (1Vandaag/l®2e _ over de coördinatie van WOB-verzoeken door
WOB-coördinatoren en SGO. Oproep aan alle betrokken departementen om deadline van 12
maart te respecteren.

BZK heeft contact gehad met 1Vandaag/l628 _ over zijn persvraag betreffende externe inhuur
en adviescommissies. 10:28 _ is akkoord met de nieuwe deadline van maandag 15 maart en heeft
zijn definitie voor de term ‘adviseur’ als volgt geformuleerd: femand van buiten die wordt
aangesteld voor een specifieke taak’.

10.28 meldt dat vandaag of morgen de MCCb-stukken van maart- juni 2020 uitgaan (n.a.v. het
WOB-verzoek hierover).

SZW stuurt vanmiddag een woordvoeringslijn rond over het rapport van de TCU.

I&W (Van Veldhoven) werkt mee aan een artikel van de Groene Amsterdammer over 20 jaar
klimaatbeleid.

Actualiteit/ corona

10.28 meldt dat de eerstvolgende corona-persconferentie is gepland op maandag 8 maart. En de
daaropvolgende op 23 maart. Daarna naar verwachting weer iedere 3 weken.
Morgen (10.15 uur) uitspraak hoger beroep rond avondklok.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,137,"Verslag woordvoerdersoverleg 4 maart 2021, nr. 8

WOB-verzoeken en Persvragen

BzK 10:2e 102e coördineert persvraag van 1Vandaag/lÖ2® betreffende externe inhuur

en adviescommissies. Deadline voor aanlevering bijf02® staat op maandag 15 maart, dat
betekent dat ieder departement zelf zorg draagt voor aanlevering van de gewenste gegevens bij
1v/02e _ vanmiddag heeft 1028 opnieuw de vraag bij!02® voorgelegd om de definitie van
adviseur aante passen.102e _plijft echter bij de definitie zoals hij die heeft opgesteld: : ‘iemand
van buiten die wordt aangesteld voor een specifieke taak’.

CKH en LNV werken (n.a.v. berichtgeving Zembla) aan een reactie op stand van zaken uitvoering
motie Wassenberg over openbaarmaking onderliggende stukken subsidiebeschikking
Kroondomein Het Loo.

Actualiteit/ corona

Catshuis overleg over corona op zaterdag 6 maart, persco voorzien op 8 maart.

VWS meldt dat het werkt aan zogenoemde ‘code 10-28 scenario’s in geval de ziekenhuizen
volstromen als gevolg van een derde golf.

maandag 8 maart vindt een kort geding plaats van InRetail over de volledige opening van de
detailhandel. Naar verwachting zal de rechter niet dezelfde dag uitspraak doen.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,138,"Verslag woordvoerdersoverleg 11 maart, nr. 9

Mededelingen

OCW doet een vooraankondiging voor een vacature van een woordvoerder schaal
12 die volgende week online gaat. Daarnaast ook een vacature voor een
communicatieadviseur schaal 12.

SZW heeft ook een vacature voor een woordvoerder schaal 12

DEF verwacht na volgende week een vacature te hebben voor een woordvoerder
materieel schaal 13.

WOB-verzoeken en Persvragen

BZK (10-2e 102e coördineert persvraag van 1Vandaag/102® betreffende
externe inhuur en adviescommissies. De vraag over adviseurs (brede definitie) laat
veel ruimte voor interpretatie per departement en vraagt daarnaast om een
juridische toets. Om die reden wordt besloten:

a. dat ieder departement uiterlijk aanstaande maandag 1®2® _ voorziet van een
antwoord op de vraag over adviescommissies (graag antwoord separaat ook
naar10.2e 102e

b. BZK/102e Wie laat weten dat de vraag over adviseurs vanwege de
noodzakelijke, juridische toetsing niet als persvraag kan worden beantwoord
en om die reden als WOB-verzoek ingediend zal moeten worden.

BZK/10-2e coördineert WOB-verzoek (1Vandaag/10-2e over de
coördinatie van WOB-verzoeken door WOB-coördinatoren en SGO. Dit verzoek gaat
naar verwachting vrijdag 12 maart uit. BZK en AZ bereiden een aantal Q&A's voor.
AZ heeft een vraag ontvangen van 1V/1028 _ over de communicatie van
overheidsbeleid. Hij wil graag inzicht krijgen in de aantallen fte's die zich bij alle
departementen bezighouden met communicatie in de breedste zin van het woord
en heeft daartoe zes vragen opgesteld. AZ heeft contact gehad met 1028 _ en de
volgende afspraken gemaakt:

a. deadline van 19 maart is niet haalbaar, deze staat nu op 15 april.

b. Uitvraag aan alle departementen gaat via de VoRa van donderdag 18 maart,
aanleveren gegevens uiterlijk 7 april.

Actualiteit/ corona

OCW vraagt of deelnemers wvo bekend zijn met de oproep die in het AOC is
gedaan om de social media accounts van alle bewindslieden onder RuttelII te
archiveren. Ieder departement is zelf verantwoordelijk voor deze archivering.
Uitspraak kort geding InRetail over openstelling winkels is vrijdag 12 maart om 10
uur. NKC coördineert en stuurt spreeklijn rond.

Spreeklijnen worden ook gedeeld over: CBS/RIVM-bevindingen over CO2-emissies
2020 (door I&W/EZK), Actuele ontwikkelingen rond vaccins AstraZeneca en Janssen
(door VWS) en over TK-verkiezingen tbv buitenlandse media (door VWS/BZ)

AZ vraagt of Transparancy International ook bij andere departementen vraag heeft
neergelegd over openbaarheid agenda's bewindslieden Ruttelll en mogelijk
daarvoor.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,139,"Verslag woordvoerdersoverleg 18 maart, nr. 10

Mededelingen

Veel personele wijzigingen en daarmee vacatures bij I&W:
o 102e start als woordvoerder/adviseur van de deltacommissaris (vacature
woordvoerder minister s13)
o 102e wordt bestuursadviseur bij stas IenW
o 102e vertrekt als corporate woordvoerder, haar werkzaamheden
worden overgenomen door persvoorlichter 10-2e (vacature s11
persvoorlichter)
10.2e is per 18 maart voor de duur van de formatie gedetacheerd bij de TK.

Vorig overleg is melding gemaakt van het feit dat ieder departement zelf verantwoordelijk
is voor het archiveren van de social-media accounts van alle bewindslieden onder RuttelII.
Dat blijft zo, maar inmiddels lijkt in het AOC een manier te zijn gevonden om dit
gezamenlijk op te pakken.

WOB-verzoeken en Persvragen

BZK (10-2e 102e meldt dat het meerendeel van de departementen
informatie heeft aangeleverd bij 10-2e 1V op de vraag over adviescommissies.
BZK is nog in overleg met 102e _ om te komen tot een werkbare uitvraag over
externe inhuur en komt daar later op terug.

FIN voert een achtergrondgesprek met 10-2e over de werkzaamheden van de
werkgroep ‘onverplichte tegemoetkomingen’. Mogelijk volgt daar een bredere
uitvraag uit.

AZ heeft een WOB verzoek ontvangen van 1028 __ omtrent documenten in relatie
tot de campagne activiteiten van de lijsttrekker van de VVD. Fin (Hoekstra) en BZ
(Kaag) blijken geen soortgelijk verzoek te hebben ontvangen.

In VoRa is vanmorgen de jaarlijkse uitvraag fte-telling besproken inclusief de
persvragen van BNR en 1V over overheidscommunicatie. Er volgt nog een kleine
aanpassing op deze uitvraag aan alle departementen. Als de set vragen gereed is,
worden deze ook met het wvo gedeeld.

Naar aanleiding vraag Transparancy International aan AZ over openbaarmaking van
de agenda's van alle bewindspersonen wordt hen gemeld hoe zij deze agenda's via
ro.nl terug kunnen vinden.

Actualiteit/ corona

Rond 4 uur (18 maart) wordt toelichting van EMA verwacht mbt AZ.
stas Keijzer en min Van Engelshoven geven vrijdag na afloop van de MR aan het
touwtje een korte toelichting op het garantiefonds evenementensector.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,140,"Verslag woordvoerdersoverleg 25 maart, nr. 11

Mededelingen
- Op 8 april vindt van 11.00 — 12.00 uur een gezamenlijke sessie plaats van VoRa

en Wvo over de Wob/Woo met presentatie en mogelijkheid tot stellen van vragen.
Uitnodiging volgt.

- Wvo is volgende week op woensdag 31 maart om 14.00 uur (ivm MR op
donderdag 1 april

WOB-verzoeken en Persvragen

- 102e meldt dat NOS een enquête houdt onder burgemeesters over steun
voor de avondklok.
-__EZK meldt dat f02e is gestart met een nieuw tv-format ‘pak de macht’

waarbij ze —- ook na een schriftelijke reactie — bewindspersonen benaderen voor
een reactie op camera.

- OCenW, VWS, LNV en I&W zijn benaderd door NRC over de openbare agenda van
de bewindslieden en dan specifiek mbt afspraken met derden.

- AZ heeft een WOB-verzoek ontvangen van Argos over coronacommunicatie. Met
NKC is afgesproken dat zij dit verzoek overpakken.

- 102e 1V is akkoord met voorstel BZK om de term ‘adviseur’ te beperken tot
adviseurs die in openbare stukken worden genoemd. Deadline voor aanleveren bij
1V is 13 april. Let op: bij bekendmaken van bedragen moet de betrokken adviseur
vooraf om toestemming worden gevraagd.

Actualiteit/ MR
- Morgen vindt de MR digitaal plaats. Na afloop stuurt de RVD een sms uit waarin
wordt gemeld dat de MR is afgelopen en de RVD-zaal niet beschikbaar is voor
pers.
- OCenW vraagt of huidige stand van zaken een aanpassing vraagt in de NKC-
richtlijn voor werkbezoeken. Pakt 102e op.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,141,"Verslag woordvoerdersoverleg 31 maart 2021, nr. 11

Persvragen

-__LNV meldt dat de vragen van NRC aan LNV, OCW, VWS en I&W over de openbare agenda van
bewindspersonen zijn beantwoord. Tijdens de onderlinge afstemming van de antwoorden kwam
naar voren dat de uitvoeringsrichtlijn openbare agenda niet overal uniform werd uitgevoerd.
Voorstel is om dit als aandachtpunt te agenderen in een WVO later dit jaar met het oog op de
start van het nieuwe kabinet.

Ministerraad en communicatiekalender

-__ Morgen vindt de MR opnieuw digitaal (‘via communicatietechnologie’) plaats. Na afloop stuurt
de RVD een sms uit waarin wordt gemeld dat de MR is afgelopen en de RVD-zaal niet beschikbaar
is voor pers.

-__ Er zijn nog weinig bijdragen aangeleverd voor de communicatiekalender. Graag deze per
ommegaande aanleveren.

WVO volgende week

-__Op 8 april is er van 11.00 — 12.00 uur een gezamenlijke sessie van VoRa en WVO over de
Wob/Woo. Aansluitend is de reguliere WVO-vergadering. Links voor beide bijeenkomsten
worden woensdag verzonden met de WVO-agenda.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,142,"Verslag woordvoerdersoverleg 8 april 2021, nr. 12

Mededelingen

- _ Het VoRa-secretariaat heeft een nieuwe uitnodiging uitgedaan voor een presentatie in een
gezamenlijke VoRA/Wvo-vergadering over Wob/Woo/art.68 GW. De nieuwe bijeenkomst
staat voorlopig gepland op donderdag 15 april, 11.00 — 12.00 uur. Volgende week (bij het
rondzenden van de WVO-agenda) wordt gemeld of de bijeenkomst doorgaat).

- Naar verwachting wordt morgen in MR besloten tot openbaarmaking van agenda en
besluitenlijst van de MR vanaf vrijdag 16 april. AZ stuurt hierover persbericht uit na afloop
van de MR morgen. Voorgestelde werkwijze:

o Bij aanvang van MR wordt agenda vastgesteld. De vastgestelde agenda wordt direct
op RO.nl geplaatst.
o _Zsm na afloop van de MR wordt besluitenlijst op RO.nl geplaatst.
e Er wordt gewerkt aan een geannoteerde besluitenlijst die naar verwachting in de
loop van mei openbaar wordt.
AZ vraagt aandacht voor gevolgen van deze openbaarmaking met het oog op timing van

vragen van media (kan al gedurende de MR), de dynamiek rond het uitsturen van persberichten,
mogelijke vragen aan bewindslieden bij het touwtje en de persco van de MP na afloop van de MR.

WOB-verzoeken en persvragen

NRC heeft een WOB-verzoek bij AZ ingediend rond Halix

Beantwoording persvragen102e _1V over o.a. fte's communicatieafdelingen liggen voor
akkoord voor in VoRa van volgende week en loopt daarmee op schema.

102e 10.2e coördineert persvraag1®2® _1V over speciale adviseurs. Hij stuurt alle
betrokken departementen een mail over het uniform aanleveren van gegevens en deelt de
aantallen adviseurs per departement. Deadline is as dinsdag.

Actualiteit

102e vraagt aandacht voor corona-persco van volgende week dinsdag rond openingsplan.
Coördinatie ligt bij NKC. Mediaberichtgeving is prematuur. Er is nog geen OMT-advies.

J&V meldt dat NRC zaterdag een groot artikel brengt over de NCTV.

Als in MR besluit wordt genomen over nationaal groeifonds, dan geven ministers van FIN en EZK
een korte toelichting daarop in persco na afloop van de MR.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,143,"Verslag woordvoerdersoverleg 15 april 2021, nr. 13

Mededelingen

Financiën is gestart met de voorbereiding Verantwoordingsdag en vraagt iedereen de namen van
de departementale contactpersonen door te geven aan 10.2e

De presentatie in een gezamenlijke VoRA/Wvo-vergadering over Wob/Woof/art.68 GW is
uitgesteld tot een nader te bepalen moment. Als de MR-besluitvorming over dit onderwerp is
afgerond, zal een nieuwe datum worden geprikt. Mogelijk wordt dat 29 april.

WOB-verzoeken en persvragen

De VoRa heeft vandaag gesproken over de beantwoording van de persvragenÎ02® _1V overo.a.
fte's communicatieafdelingen. Er vindt nog een laatste check plaats, daarna worden ze
verzonden.

De VoRa zal volgende week spreken over de persvraag van BNR over de budgetten.

VWS meldt dat volgende week de corona-documenten openbaar worden gemaakt over de
periode februari 2020. Eerste indruk is dat nog veel passages zijn zwartgelakt. BZK wijst op de
mogelijke spanning met de komende WOB-instructie. VWS zal hier opnieuw naar kijken.

Ministerraad

10.2e meldt dat de agenda en besluitenlijst van de MR vanaf morgen wekelijks openbaar

worden gemaakt. De agenda wordt bij aanvang van de MR vastgesteld en direct daarna
gepubliceerd op RO.nl. De besluitenlijst wordt na afloop van de MR op RO.nl geplaatst. Dit
gebeurt zo snel mogelijk, maar met het opstellen van de besluitenlijst is enige tijd (circa 2 uur)
gemoeid.

Het is de verwachting dat er — zeker in de eerste weken — vragen bij vakdepartementen en RVD
binnenkomen nadat de MR-agenda openbaar is gemaakt. Het is daarbij van belang niet vooruit te
lopen op de MR-besluitvorming. Ook na publicatie van de besluitenlijst zijn vragen te
verwachten. Over besluiten is woordvoering mogelijk in lijn met uitgaande
persberichten/Kamerbrieven etc. Bij aangehouden onderwerpen is het aan departementen om
daarover te communiceren.

Tenslotte wordt in de loop van mei gestart met de publicatie van een geannoteerde
besluitenlijst. Over de tekst van de annotaties vindt overleg plaats tussen het secretariaat
ministerraad en de betrokken departementen.

De agenda en besluitenlijst zijn vanaf morgen te vinden

via: https://www.rijksoverheid.nl/regering/agenda?trefwoord=ministerraad%20%2Donderraden
%20%2Dministeri%C3%ABle%20%2Dbegrotingsraad%20%2Doverleg%20%2DBWO%20%2Dalgem
een%20%2Dvijfhoek%20%2Dperiodieke%20%2Dvierlandenoverleg%20%2Dbewindsliedenoverle
g%20%2Draad&periodezalle%2Dactiviteiten%2Duit%2Dhet%2Dverleden&organisator=Alle%20b
ewindspersonen&type=Alle%20typen%20activiteiten

10.2e vraagt woordvoerders om MR-persberichten aan te leveren die door de eigen
bewindspersoon gezien en akkoord bevonden zijn. In de periode waarin digitaal wordt vergaderd
is het namelijk lastiger om persberichten lopende de MR vast te stellen.

Overig

10.2e meldt dat mogelijk op dinsdag 20 april er een persmoment is over de

coronabesluitvorming (in een nog nader te bepalen vorm). Een volgend moment is gepland op
maandag 3 mei.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,144,"Verslag woordvoerdersoverleg 22 april 2021, nr. 14

Mededelingen

BZK plaatst morgen einde middag een nieuwsbericht op RO.nl over de nieuwe instructie met
betrekking tot actieve openbaarmaking en hoe om te gaan met persoonlijke beleidsopvattingen.
De gezamenlijke VoRa/WVO presentatie over WOB/WOO/art.68 GW is gepland op donderdag 29
april, aanvang 11.00 uur. Het WVO ontvangt hiervoor een uitnodiging van de VoRa. Aansluitend
aan dit overleg vindt het WVO plaats, daarvoor wordt een aparte WebEX-link verzonden.

Vorige week zijn voor het eerst de agenda van de MR en de besluitenlijst gepubliceerd. Dit heeft
vorige week beperkt aandacht gekregen in de media. OC&W vraagt of het mogelijk is om een
seintje te krijgen als de stukken online worden geplaatst. RVD zoekt uit of er een rss-feed is (of
mogelijk is) op deze pagina.

WOB-verzoeken en persvragen

Afgelopen vrijdag zijn de persvragen van 1028 _1V beantwoord. Het fte-overzicht wordt op 26
april op RO.nl gepubliceerd, 5 dagen nadat hij het heeft ontvangen (conform de WOB-richtlijn).
10.28 maakt naar verwachting een item voor komende week. In discussie verkenden we de
mogelijkheden om eventueel aan dit item mee te werken in de vorm van een ‘“talking-head’ of
het aanleveren van aanvullende (data) informatie.

De VoRa is vandaag gevraagd een zienswijze aan te leveren op WOB-verzoek van Argos over
coronacommunicatie. Deadline is 6 mei.

Corona/actualiteit

10.28 blikt terug op persco van dinsdag en concludeert dat de technische briefing voorafgaand
aan de persconferentie goed is ontvangen door media. Einde middag is er een coronadebat
gepland.

Update op de werkbezoekenregeling (einde avondklok per 28 april) is bijgesloten.

AZ heeft diverse vragen ontvangen over de MR-notulen (nav RTL-berichtgeving gisteren).
Verzoek aan departementen deze vragen aan AZ door te geleiden. Er wordt gewerkt aan een
Kamerbrief die naar verwachting begin volgende week uit gaat.

Overig

Bij OC&W, BZ en DEF zijn speechschrijvers onderscheiden met een internationale Cicero Award.
Om maar te zeggen: we hebben heel wat talent in huis!
"
